scope,source_dataset,target_dataset,category,direction,source_label,target_label,loss_mode,attack_train_fraction,attack_train_image_count,evaluation_attacked_image_count,noise_file,noise_tensor_key,sample_ids_key,alignment_rule,artifact_sha256,protocol_split_sha256,image_size,epsilon,step_size,optimization_steps,effective_batch_size,configured_micro_batch_size,application_order
per_image,mvtec,mvtec,cable,normal_to_abnormal,0,1,global,0.0,0,29,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/cable.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,b103408427b798ff96d6b4c3e0f9457d6c0a4a579ba4400e8da1210f142dfbfc,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,cable,normal_to_abnormal,0,1,local,0.0,0,29,noises/mvtec/perturbations/per_image__normal_to_abnormal__local/cable.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,bd50b63d594ad8e4857af79959903cf9d0a65630df8211e7a5e9fc54fb470f61,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,capsule,abnormal_to_normal,1,0,combined,0.0,0,54,noises/mvtec/perturbations/per_image__abnormal_to_normal__combined/capsule.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,ecffe60b23f999c8f1548d5a8b397072879c3a2bcd7b219bebdf377da0add9c1,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,capsule,abnormal_to_normal,1,0,global,0.0,0,54,noises/mvtec/perturbations/per_image__abnormal_to_normal__global/capsule.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,67ed1ee6ad4502e3119f64b5612d4ba1ec64586a556ad1292f18967a0f69486f,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,capsule,abnormal_to_normal,1,0,local,0.0,0,54,noises/mvtec/perturbations/per_image__abnormal_to_normal__local/capsule.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,aaae69e8faa0b3d90ca3eadc2115fa1c1cfbb5fdc4e4dc2cc0edfc2540a91d97,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,capsule,normal_to_abnormal,0,1,combined,0.0,0,12,noises/mvtec/perturbations/per_image__normal_to_abnormal__combined/capsule.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,46a32c9a76babd415a6510f4622089c87565497f9f0fbc764fee0c50f8d34145,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,capsule,normal_to_abnormal,0,1,global,0.0,0,12,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/capsule.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,cc2ae92526cbb9696331e3b002acd22bd959558de23d2f665b4e99bd4896ff1b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,capsule,normal_to_abnormal,0,1,local,0.0,0,12,noises/mvtec/perturbations/per_image__normal_to_abnormal__local/capsule.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,7da78d601c9edb591a92441e43e1f80c10b9bfe75fa357b3a03c20ab23cfeb05,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,carpet,abnormal_to_normal,1,0,combined,0.0,0,44,noises/mvtec/perturbations/per_image__abnormal_to_normal__combined/carpet.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,e722a6e6efce9a3aa08f5f3edee8df6ae7ca15b6f8eabc7b9b1594b0aa7a59c3,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,carpet,abnormal_to_normal,1,0,global,0.0,0,44,noises/mvtec/perturbations/per_image__abnormal_to_normal__global/carpet.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,9c98c42d857075c6a9949ea4bbf0c51a5fa7878ba9974ac3609ce57a844d2c56,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,carpet,abnormal_to_normal,1,0,local,0.0,0,44,noises/mvtec/perturbations/per_image__abnormal_to_normal__local/carpet.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,37b9cd28acb562d5041e2a9292e380099d1b1758b5d406cb34f69046131629cb,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,carpet,normal_to_abnormal,0,1,combined,0.0,0,14,noises/mvtec/perturbations/per_image__normal_to_abnormal__combined/carpet.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,8aed5d14547c0a2f4a5138d78d78b031e7362b8533f26c97979afe28e2b4b883,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,carpet,normal_to_abnormal,0,1,global,0.0,0,14,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/carpet.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,fa5b002df9ea3353c2d8c3341b7970c219a65967b68de54ad6d787b262f31b4c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,carpet,normal_to_abnormal,0,1,local,0.0,0,14,noises/mvtec/perturbations/per_image__normal_to_abnormal__local/carpet.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,ac1779978ef933a83f1683e28d026a808f835dd05ecf2ed89117ad21ebc6285f,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,grid,abnormal_to_normal,1,0,combined,0.0,0,28,noises/mvtec/perturbations/per_image__abnormal_to_normal__combined/grid.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,049fb2e39aa6fa527b9796092f309c159c36c5ab41dd2d5d1fe48519d85672bb,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,grid,abnormal_to_normal,1,0,global,0.0,0,28,noises/mvtec/perturbations/per_image__abnormal_to_normal__global/grid.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,4fe6880cca58d4a788ff69fb460d6973961aa1533402fbffbace001ac5d952f8,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,grid,abnormal_to_normal,1,0,local,0.0,0,28,noises/mvtec/perturbations/per_image__abnormal_to_normal__local/grid.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,e8ce8602c5495099b5ec4b27da185f898d620ca5d7c940787e5840b204b2cdf3,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,grid,normal_to_abnormal,0,1,combined,0.0,0,10,noises/mvtec/perturbations/per_image__normal_to_abnormal__combined/grid.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,93dab391308e80cf499e6d1dfaacbe6160f7fe88ff7e7a7d97334a418087e891,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,grid,normal_to_abnormal,0,1,global,0.0,0,10,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/grid.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,184d85cfbe19f24d7d9a8c83e7beaa2a46ee9fbf81996a4c3034e8ed151119e7,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,grid,normal_to_abnormal,0,1,local,0.0,0,10,noises/mvtec/perturbations/per_image__normal_to_abnormal__local/grid.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,f86d77c0caab2d5ab203194c10530f1e3a5c5308f8ab41ac3e8ce857f50c5c6c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,hazelnut,abnormal_to_normal,1,0,combined,0.0,0,35,noises/mvtec/perturbations/per_image__abnormal_to_normal__combined/hazelnut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,87795713d49399f44930d5f62df0f18a6a7c20497cdb74785c6b5f7943a6e83a,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,hazelnut,abnormal_to_normal,1,0,global,0.0,0,35,noises/mvtec/perturbations/per_image__abnormal_to_normal__global/hazelnut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,c7590be624fa87747395f8a734eb53481adf564b6457dee63e67ba291c361e81,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,hazelnut,abnormal_to_normal,1,0,local,0.0,0,35,noises/mvtec/perturbations/per_image__abnormal_to_normal__local/hazelnut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,9b9f3d47103f61702224234290f1c864b81df995f676ff3ff0590029643f4216,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,hazelnut,normal_to_abnormal,0,1,combined,0.0,0,20,noises/mvtec/perturbations/per_image__normal_to_abnormal__combined/hazelnut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,c03722588bc4dda20f4d23d4063748a930b1b1043d10aded79b424a3860cd0c6,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,hazelnut,normal_to_abnormal,0,1,global,0.0,0,20,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/hazelnut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,a1ac8039b169eecf9650c30ce08ccd6427cf138cf9a73df9f1375770c5030b8e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,hazelnut,normal_to_abnormal,0,1,local,0.0,0,20,noises/mvtec/perturbations/per_image__normal_to_abnormal__local/hazelnut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,d5014753bdb095712b88d9fa363a220e7ea5553ac7a62312f193b322c70946c0,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,leather,abnormal_to_normal,1,0,combined,0.0,0,46,noises/mvtec/perturbations/per_image__abnormal_to_normal__combined/leather.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,2e1cb7592d776c1753226cadc697fea6962c586acbf8aacc243226ca286dace9,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,leather,abnormal_to_normal,1,0,global,0.0,0,46,noises/mvtec/perturbations/per_image__abnormal_to_normal__global/leather.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,8d9668ac4fe05576f5857bb5ada5ad867a8f4cd9226352e0054f85343004a43d,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,leather,abnormal_to_normal,1,0,local,0.0,0,46,noises/mvtec/perturbations/per_image__abnormal_to_normal__local/leather.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,d6034fceb34a6f1555bad4ca2dd792ea1f6b15f074f99a39a0eebfdc7465ab8c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,leather,normal_to_abnormal,0,1,combined,0.0,0,16,noises/mvtec/perturbations/per_image__normal_to_abnormal__combined/leather.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,59e63c011f165d312a55e544becf544270dc8a41518b86c9ac5e71020a03a706,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,leather,normal_to_abnormal,0,1,global,0.0,0,16,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/leather.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,ba1011d6ee5cfe6fe4126899234b468011a274922c3f712617212b0bc89fd16c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,leather,normal_to_abnormal,0,1,local,0.0,0,16,noises/mvtec/perturbations/per_image__normal_to_abnormal__local/leather.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,bbf3f1ffe607e8b2634630f4edc0171004901f4e20aec882f5c8ff7061917c09,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,metal_nut,abnormal_to_normal,1,0,combined,0.0,0,46,noises/mvtec/perturbations/per_image__abnormal_to_normal__combined/metal_nut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,0fab4ca057c83ba2f396dda0beb0d82b7ef30d90cc98ce82dc2f48539d2de62b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,metal_nut,abnormal_to_normal,1,0,global,0.0,0,46,noises/mvtec/perturbations/per_image__abnormal_to_normal__global/metal_nut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,940e240e18a958c6f7d2db1db07011cf133b19e34281bd1ddfbfbb636e8889dc,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,metal_nut,abnormal_to_normal,1,0,local,0.0,0,46,noises/mvtec/perturbations/per_image__abnormal_to_normal__local/metal_nut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,2f01d332856241fd9915ac8f554acf6e99391743ecbdba77f493eff08f5441ec,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,metal_nut,normal_to_abnormal,0,1,combined,0.0,0,11,noises/mvtec/perturbations/per_image__normal_to_abnormal__combined/metal_nut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,bf9f39f9330778f5cfa3f2cfafe118dcb424d478cc392e62b3712fde8ddba9a9,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
per_image,mvtec,mvtec,metal_nut,normal_to_abnormal,0,1,global,0.0,0,11,noises/mvtec/perturbations/per_image__normal_to_abnormal__global/metal_nut.pt,deltas,sample_ids,sample_ids[i] maps exactly to deltas[i]; never reuse on another image,e40589cf547c7611b54e7db7d56733c1aca6b9692c912bf3004703f2b9b7ed32,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,518,0.03137254901960784,0.00784313725490196,10,2,2,"load aligned RGB [0,1] -> resize 518x518 -> clamp(clean + deltas[i],0,1) -> target model default preprocessing"
