scope,source_dataset,target_dataset,category,direction,source_label,target_label,loss_mode,attack_train_fraction,attack_train_image_count,evaluation_attacked_image_count,noise_file,noise_tensor_key,artifact_sha256,protocol_split_sha256,apply_only_to_clean_label,keep_opposite_label_clean,image_size,epsilon,step_size,optimization_steps,effective_batch_size,configured_micro_batch_size,application_order
per_category,mvtec,mvtec,cable,normal_to_abnormal,0,1,global,1.0,29,29,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__cable.pt,delta,aaa34fa828054ab70b3dccbb713b577dcd78d5dc852cce752297fac8c8d5ccdd,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,cable,normal_to_abnormal,0,1,local,1.0,29,29,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__cable.pt,delta,17c92e4bae8b53893c6dd4884499e64a0d42128aed86d9f06fa5bf597e502201,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,capsule,abnormal_to_normal,1,0,combined,1.0,55,54,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__capsule.pt,delta,a5c9af7aae4fff0d3e444c72b48c5b1314d4320d74be999c7126cac06f76e482,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,capsule,abnormal_to_normal,1,0,global,1.0,55,54,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__capsule.pt,delta,3aca92d68f94ddabc5683518ab5869740effd21033be8b23a531cf0d6392d96a,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,capsule,abnormal_to_normal,1,0,local,1.0,55,54,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__capsule.pt,delta,69b8da0c1de1f4d9983bc3bd496515499e2c8897a83e93f8976bda513573f0b7,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,capsule,normal_to_abnormal,0,1,combined,1.0,11,12,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__capsule.pt,delta,046d883c48d84279fbd8e618bb733a73d232962be1d53213b3a0c8637bba5034,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,capsule,normal_to_abnormal,0,1,global,1.0,11,12,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__capsule.pt,delta,210658a1b651e1e59856257dc9200a79f2e409102af1a1c4ce6d4ce1ab045490,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,capsule,normal_to_abnormal,0,1,local,1.0,11,12,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__capsule.pt,delta,ba1a8515c89625dd48426ffeccfc1eb5a06b92164edd92f63b5d9c1a0efffc3e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,carpet,abnormal_to_normal,1,0,combined,1.0,45,44,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__carpet.pt,delta,3309c744461d0e580a006a1225f0372903f8e85cbc0af755e18f2379957bd1b9,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,carpet,abnormal_to_normal,1,0,global,1.0,45,44,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__carpet.pt,delta,34e8b3a5c2716235f7740b62801660345fa452b75f745546aa177a03377b5e38,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,carpet,abnormal_to_normal,1,0,local,1.0,45,44,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__carpet.pt,delta,991e04c605884576773eabbf88724d7c8c79d17f3e5a62af2cce07387783d307,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,carpet,normal_to_abnormal,0,1,combined,1.0,14,14,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__carpet.pt,delta,94121603f511af6e0ad90eb77bf30888c7ff4b673d5870d4c7ef9cac336f72d1,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,carpet,normal_to_abnormal,0,1,global,1.0,14,14,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__carpet.pt,delta,41d71562388208c01f822b316f97f55179920b2f6351b700fafdcd577e164306,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,carpet,normal_to_abnormal,0,1,local,1.0,14,14,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__carpet.pt,delta,5b1e94a57973b6760844b0a81f37fb874a9ad7a761e076d735d19ebb9d55c00d,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,grid,abnormal_to_normal,1,0,combined,1.0,29,28,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__grid.pt,delta,29276d674b48529f3179f0c85bd355480cab9fcab3d2702a5d40c77fc41e235f,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,grid,abnormal_to_normal,1,0,global,1.0,29,28,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__grid.pt,delta,ff7de190766a542241e688379f8f0f821f3e3a38776a3f5b383398cf7fc5736a,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,grid,abnormal_to_normal,1,0,local,1.0,29,28,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__grid.pt,delta,19fd65dffdaf6fc47fb2d36350a4a7e9853da9f1d8284d5526eeaf479a4aff1b,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,grid,normal_to_abnormal,0,1,combined,1.0,11,10,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__grid.pt,delta,f443ff5c3487f5f2ca06f36c33aa7c3317a2192713dc669d9875e0fa5813534c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,grid,normal_to_abnormal,0,1,global,1.0,11,10,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__grid.pt,delta,1757e7d2e51d23ebd007765377ca8bc0feb711d678524187acfbe80ed5478754,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,grid,normal_to_abnormal,0,1,local,1.0,11,10,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__grid.pt,delta,57de8146f99893546765564183119af309f32241f18a1ccf97ca599502a10c7f,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,hazelnut,abnormal_to_normal,1,0,combined,1.0,35,35,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__hazelnut.pt,delta,6268ab04ac8be458bc4d49ab14b47ef13f05cb38eeecd627c138cbe71b576a4c,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,hazelnut,abnormal_to_normal,1,0,global,1.0,35,35,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__hazelnut.pt,delta,ac76bdae3c2171d9d4ab43cf70c18e2f5bd92aa0f91cbb2db9b667a94d151756,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,hazelnut,abnormal_to_normal,1,0,local,1.0,35,35,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__hazelnut.pt,delta,50d7f59a39d5c20028eec9ea6ea12fd09f723a6384f2e1135f9b94849952f4ce,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,hazelnut,normal_to_abnormal,0,1,combined,1.0,20,20,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__hazelnut.pt,delta,3c2e62b5adc38c6eae4131d9ed0da3e400c8a8dbe58b479fc524a91b8606966a,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,hazelnut,normal_to_abnormal,0,1,global,1.0,20,20,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__hazelnut.pt,delta,939c1894ce08e24ac6f137d5259488825637dd18037f56dc62776094b890c364,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,hazelnut,normal_to_abnormal,0,1,local,1.0,20,20,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__hazelnut.pt,delta,b48e5ef30fc8ac31d8f8f1925b5f476829ed9af9924632ead6e91cfc8b29b426,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,leather,abnormal_to_normal,1,0,combined,1.0,46,46,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__leather.pt,delta,832ea6bcef5cb8f2c82dd7af9ababa62ee6f399a7d201793fe578163b230acff,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,leather,abnormal_to_normal,1,0,global,1.0,46,46,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__leather.pt,delta,0eb0a917804d3d7ad706a302f68a354e85721b3c197daa3f11ee6a2e864d8397,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,leather,abnormal_to_normal,1,0,local,1.0,46,46,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__leather.pt,delta,be1bc1a3d1f13eb5c7996477ab74ba400d3b48e98db49783b7b6bd929905913e,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,leather,normal_to_abnormal,0,1,combined,1.0,16,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__leather.pt,delta,6447eedfc910416390c817525c5d8613286d55db627ff60d3efa387c2e327664,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,leather,normal_to_abnormal,0,1,global,1.0,16,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__leather.pt,delta,1dcf4ddb0f2905ad4e981282e886a11e87756a1990d51cd69d1fa30c357ba3a9,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,leather,normal_to_abnormal,0,1,local,1.0,16,16,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__leather.pt,delta,6e93ef6ccc64a1460165b89755f7758f2abd4d2deacf60b41d18783b264b2e83,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,metal_nut,abnormal_to_normal,1,0,combined,1.0,47,46,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__metal_nut.pt,delta,b5829a5c8de78a53987208e92c1e64db16f1b773dd2f6b44e837362dc9084f0d,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,metal_nut,abnormal_to_normal,1,0,global,1.0,47,46,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__metal_nut.pt,delta,03bc8ae2c3cf7a87dae766ed9686df564430459e9ce60a5331a3c5a4c1aaf8a0,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,metal_nut,abnormal_to_normal,1,0,local,1.0,47,46,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__metal_nut.pt,delta,33b336dc55eb7d06b9e62a3286ac416d1d524395243188054584494d02589fc2,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,metal_nut,normal_to_abnormal,0,1,combined,1.0,11,11,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__metal_nut.pt,delta,c2659e5639bbcdd0824b5cfd13ea61da6355336e8b29f208a7b54d5573aaaa29,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,metal_nut,normal_to_abnormal,0,1,global,1.0,11,11,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__metal_nut.pt,delta,d02e53739d2f96856aa964e9bf55eec3d523bc2f26992453a2477a38ffd8bb78,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,metal_nut,normal_to_abnormal,0,1,local,1.0,11,11,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__metal_nut.pt,delta,9b087eaabe63742dffe8534f47336e5c9ebee2f011bb7626d536e165b258f5c6,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,pill,abnormal_to_normal,1,0,combined,1.0,71,70,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__combined__pill.pt,delta,c578be0c9cbdedadf2f05281c5b865cf612001fb463a65fa4c7de9d5b4c7c4c3,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,pill,abnormal_to_normal,1,0,global,1.0,71,70,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__global__pill.pt,delta,9b26feeb883eaa2fce6e29d4f83898862306fb65053323fcb3456754f0dfc854,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,pill,abnormal_to_normal,1,0,local,1.0,71,70,noises/mvtec/f1/perturbations/per_category__abnormal_to_normal__local__pill.pt,delta,4b0e5d9c2ca36ee30a7e26c404bcdf9663e52e6858242673e53eddc35834c2e3,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,1,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,pill,normal_to_abnormal,0,1,combined,1.0,13,13,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__combined__pill.pt,delta,a82f77c4e0aad41e45ab049bf45376a3e4c586a7be4c91c9c1e7b82aa16a60b3,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,pill,normal_to_abnormal,0,1,global,1.0,13,13,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__global__pill.pt,delta,46755d2eb4da240cb7065977766cae9f4c6153858c1ff8be90f33470209c36cf,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
per_category,mvtec,mvtec,pill,normal_to_abnormal,0,1,local,1.0,13,13,noises/mvtec/f1/perturbations/per_category__normal_to_abnormal__local__pill.pt,delta,60d0ded4a593cfef61dfd0e0b644b079f9d89c9543febed2371c51c37921820d,b65ef698fea54bdf5d64ee8a4329ebcbd44b0e8615bb35d960aa2facca13dad9,0,True,518,0.03137254901960784,0.00392156862745098,64,8,2,"load RGB [0,1] -> resize 518x518 -> clamp(clean + delta,0,1) -> target model default preprocessing"
